doctor_name,qualification,specialization,designation,chamber,division,image_url,profile_url,,
Dr. Rokshana Parvin,"MBBS, FCPS (Obs & Gynae)",Gynecologist,Senior Consultant,United Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Rokshana-Parvin.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-rokshana-parvin/,,
Dr. Md. Aminul Islam,"MBBS, MS (Orthopedics)",Orthopedic Surgeon,Consultant,Square Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Aminul-Islam-Ortho.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-aminul-islam-ortho/,,
Dr. Tahmina Begum,"MBBS, FCPS (Pediatrics)",Child Specialist,Professor,BIRDEM Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Tahmina-Begum-Dhaka.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-tahmina-begum-dhaka/,,
Dr. Md. Kamruzzaman,"MBBS, FCPS (Surgery)",General Surgeon,Professor,Dhaka Medical College,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Kamruzzaman-Surgery.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-kamruzzaman-surgery/,,
Dr. Farida Yasmin,"MBBS, DGO",Gynecologist,Consultant,Central Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Farida-Yasmin-Gynae.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-farida-yasmin-gynae/,,
Dr. Md. Shariful Alam,"MBBS, MD (Cardiology)",Cardiologist,Consultant,National Heart Foundation,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Shariful-Alam-Cardio.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-shariful-alam-cardio/,,
Dr. Nilufar Sultana,"MBBS, FCPS (Obs & Gynae)",Gynecologist,Consultant,samorita Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Nilufar-Sultana-Gynae.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-nilufar-sultana-gynae/,,
Dr. Md. Saiful Islam,"MBBS, MS (Surgery)",General Surgeon,Assistant Professor,Dhaka Medical College,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Saiful-Islam-Surgery.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-saiful-islam-surgery/,,
Dr. Afroza Khanum,"MBBS, FCPS (Gynae)",Gynecologist,Senior Consultant,Ad-din Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Afroza-Khanum-Gynae.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-afroza-khanum-gynae/,,
Dr. Md. Mizanur Rahman,"MBBS, FCPS (Medicine)",Medicine Specialist,Consultant,Popular Diagnostic Centre,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Mizanur-Rahman-Medicine.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-mizanur-rahman-medicine/,,
Dr. Shahnaz Begum,"MBBS, DGO",Obstetrician,Consultant,Holy Family Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Shahnaz-Begum-Gynae.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-shahnaz-begum-gynae/,,
Dr. Md. Tariqul Islam,"MBBS, FCPS (Surgery)",General Surgeon,Associate Professor,Sir Salimullah Medical College,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Tariqul-Islam-Surgery.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-tariqul-islam-surgery/,,
Dr. Kaniz Fatema,"MBBS, MD (Pediatrics)",Pediatrician,Consultant,Labaid Diagnostic,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Kaniz-Fatema-Dhaka.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-kaniz-fatema-dhaka/,,
Dr. Md. Shahidul Islam,"MBBS, FCPS (Medicine)",Medicine Specialist,Professor,Shaheed Suhrawardy Medical College,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Shahidul-Islam-Medicine.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-shahidul-islam-medicine/,,
Dr. Mahmuda Khatun,"MBBS, FCPS (Gynae)",Gynecologist,Consultant,Ibn Sina Diagnostic,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Mahmuda-Khatun-Gynae.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-mahmuda-khatun-gynae/,,
Dr. Md. Anwar Hossain,"MBBS, MS (Orthopedics)",Orthopedic Surgeon,Assistant Professor,NITOR,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Anwar-Hossain-Ortho.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-anwar-hossain-ortho/,,
Dr. Syeda Shahanara Begum,"MBBS, MD (Gynae)",Gynecologist,Consultant,Central Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Syeda-Shahanara-Begum-Gynae.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-syeda-shahanara-begum-gynae/,,
Dr. Md. Jahangir Alam,"MBBS, FCPS (Medicine)",Medicine Specialist,Consultant,Comfort Diagnostic,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Jahangir-Alam-Medicine.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-jahangir-alam-medicine/,,
Dr. Nasima Akter,"MBBS, FCPS (Obs & Gynae)",Gynecologist,Assistant Professor,Sir Salimullah Medical College,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Nasima-Akter-Gynae.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-nasima-akter-gynae/,,
Dr. Md. Ashraful Islam,"MBBS, MD (Cardiology)",Cardiologist,Consultant,National Heart Foundation,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Ashraful-Islam-Cardio.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-ashraful-islam-cardio/,,
Dr. Sultana Ahmed,"MBBS, DGO",Gynecologist,Consultant,samorita Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Sultana-Ahmed-Gynae.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-sultana-ahmed-gynae/,,
Dr. Md. Habibur Rahman,"MBBS, FCPS (Medicine)",Medicine Specialist,Consultant,Medinova Medical Services,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Habibur-Rahman-Medicine.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-habibur-rahman-medicine/,,
Dr. Rokshana Begum,"MBBS, FCPS (Gynae)",Gynecologist,Consultant,Popular Diagnostic Center,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Rokshana-Begum-Gynae.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-rokshana-begum-gynae/,,
Dr. Md. Monirul Islam,"MBBS, MS (Surgery)",General Surgeon,Assistant Professor,Dhaka Medical College,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Monirul-Islam-Surgery.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-monirul-islam-surgery/,,
Dr. Ferdousi Begum,"MBBS, DGO",Obstetrician,Consultant,Green Life Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Ferdousi-Begum-Gynae.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-ferdousi-begum-gynae/,,
Dr. Md. Khairul Islam,"MBBS, FCPS (ENT)",ENT Specialist,Associate Professor,Dhaka Medical College,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Khairul-Islam-ENT.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-khairul-islam-ent/,,
Dr. Sabina Yasmin,"MBBS, FCPS (Obs & Gynae)",Gynecologist,Senior Consultant,Evercare Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Sabina-Yasmin-Gynae.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-sabina-yasmin-gynae/,,
Dr. Md. Abul Kalam,"MBBS, MD (Dermatology)",Dermatologist,Consultant,Dhanmondi General Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Abul-Kalam-Skin.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-abul-kalam-skin/,,
Dr. Jahanara Begum,"MBBS, FCPS (Pediatrics)",Child Specialist,Professor,Dhaka Shishu Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Jahanara Begum-Child.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-jahanara-begum-child/,,
Dr. Md. Nazmul Islam,"MBBS, FCPS (Surgery)",General Surgeon,Consultant,Square Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Nazmul-Islam-Surgery.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-nazmul-islam-surgery/,,
Dr. Shamima Sultana,"MBBS, DGO",Gynecologist,Consultant,Anwer Khan Modern Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Shamima-Sultana-Gynae.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-shamima-sultana-gynae/,,
Dr. Md. Shafiqul Islam,"MBBS, FCPS (Medicine)",Medicine Specialist,Consultant,Labaid Diagnostic,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Shafiqul-Islam-Medicine.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-shafiqul-islam-medicine/,,
Dr. Rehana Parvin,"MBBS, FCPS (Gynae)",Gynecologist,Senior Consultant,United Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Rehana-Parvin-Gynae.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-rehana-parvin-gynae/,,
Dr. Md. Mahbubur Rahman,"MBBS, MS (Urology)",Urologist,Professor,Dhaka Medical College,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Mahbubur-Rahman-Urology.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-mahbubur-rahman-urology/,,
Dr. Salma Begum,"MBBS, DCH",Child Specialist,Consultant,Popular Diagnostic Center,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Salma-Begum-Child.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-salma-begum-child/,,
Dr. Md. Zahidul Islam,"MBBS, FCPS (ENT)",ENT Specialist,Consultant,Comfort Diagnostic Centre,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Zahidul-Islam-ENT.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-zahidul-islam-ent/,,
Dr. Farida Begum,"MBBS, FCPS (Pediatrics)",Child Specialist,Professor,BSMMU,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Farida-Begum-Child.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-farida-begum-child/,,
Dr. Md. Ibrahim,"MBBS, MD (Neurology)",Neurologist,Consultant,Green Life Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Ibrahim-Neuro.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-ibrahim-neuro/,,
Dr. Nasreen Akter,"MBBS, FCPS (Obs & Gynae)",Gynecologist,Consultant,Ibn Sina Diagnostic Centre,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Nasreen-Akter-Gynae.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-nasreen-akter-gynae/,,
Dr. Md. Abul Kashem,"MBBS, MD (Cardiology)",Cardiologist,Consultant,National Heart Foundation,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Abul-Kashem-Cardio.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-abul-kashem-cardio/,,
Dr. Shahnaz Parveen,"MBBS, DGO",Obstetrician,Consultant,Medinova Medical Services,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Shahnaz-Parveen-Gynae.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-shahnaz-parveen-gynae/,,
Dr. Md. Kamrul Islam,"MBBS, FCPS (Surgery)",General Surgeon,Professor,Dhaka Medical College,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Kamrul-Islam-Surgery.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-kamrul-islam-surgery/,,
Dr. Nilufar Begum,"MBBS, MS (Gynae)",Gynecologist,Associate Professor,Sir Salimullah Medical College,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Nilufar-Begum-Gynae.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-nilufar-begum-gynae/,,
Dr. Md. Mizanur Rahman,"MBBS, MS (Orthopedics)",Orthopedic Surgeon,Consultant,samorita Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Mizanur-Rahman-Ortho.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-mizanur-rahman-ortho/,,
Dr. Tahmina Akter,"MBBS, FCPS (Pediatrics)",Child Specialist,Consultant,samorita Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Tahmina Akter-Child.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-tahmina-akter-child/,,
Dr. Md. Anwar Hossain,"MBBS, FCPS (Medicine)",Medicine Specialist,Professor,Dhaka Medical College,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Anwar-Hossain-Medicine.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-anwar-hossain-medicine/,,
Dr. Rowshan Ara,"MBBS, DGO",Gynecologist,Consultant,samorita Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Rowshan-Ara-Gynae.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-rowshan-ara-gynae/,,
Dr. Md. Rafiqul Islam,"MBBS, MD (Neurology)",Neurologist,Consultant,samorita Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Rafiqul-Islam-Neuro.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-rafiqul-islam-neuro/,,
Dr. Nasima Begum,"MBBS, FCPS (Obs & Gynae)",Gynecologist,Consultant,samorita Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Nasima-Begum-Gynae.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-nasima-begum-gynae/,,
Dr. Md. Shahidullah,"MBBS, MS (Surgery)",General Surgeon,Professor,Dhaka Medical College,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Shahidullah-Surgery.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-shahidullah-surgery/,,
Dr. Ferdousi Akter,"MBBS, DCH",Child Specialist,Consultant,samorita Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Ferdousi Akter-Child.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-ferdousi-akter-child/,,
Dr. Md. Abdus Salam,"MBBS, FCPS (Surgery)",General Surgeon,Professor,Dhaka Medical College,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Abdus-Salam-Surgery.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-abdus-salam-surgery/,,
Dr. Shahanara Begum,"MBBS, FCPS (Pediatrics)",Child Specialist,Professor,BSMMU,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Shahanara Begum-Child.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-shahanara-begum-child/,,
Dr. Md. Nazmul Haque,"MBBS, FCPS (Medicine)",Medicine Specialist,Consultant,samorita Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Nazmul-Haque-Medicine.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-nazmul-haque-medicine/,,
Dr. Rokshana Parvin,"MBBS, DGO",Gynecologist,Consultant,samorita Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Rokshana Parvin-Gynae.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-rokshana-parvin-gynae/,,
Dr. Md. Aminul Islam,"MBBS, MD (Cardiology)",Cardiologist,Consultant,samorita Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Aminul-Islam-Cardio.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-aminul-islam-cardio/,,
Dr. Tahmina Begum,"MBBS, MS (Gynae)",Gynecologist,Consultant,samorita Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Tahmina Begum-Gynae.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-tahmina-begum-gynae/,,
Dr. Md. Kamruzzaman,"MBBS, FCPS (Medicine)",Medicine Specialist,Consultant,samorita Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Kamruzzaman-Medicine.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-kamruzzaman-medicine/,,
Dr. Farida Yasmin,"MBBS, FCPS (Pediatrics)",Child Specialist,Consultant,samorita Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Farida Yasmin-Child.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-farida-yasmin-child/,,
Dr. Md. Shariful Alam,"MBBS, MS (Surgery)",General Surgeon,Consultant,samorita Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Shariful-Alam-Surgery.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-shariful-alam-surgery/,,
Dr. Nilufar Sultana,"MBBS, DCH",Child Specialist,Consultant,samorita Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Nilufar Sultana-Child.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-nilufar-sultana-child/,,
Dr. Md. Saiful Islam,"MBBS, MD (Neurology)",Neurologist,Consultant,samorita Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Saiful-Islam-Neuro.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-saiful-islam-neuro/,,
Dr. Afroza Khanum,"MBBS, MS (Gynae)",Gynecologist,Consultant,samorita Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Afroza Khanum-Gynae.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-afroza-khanum-gynae/,,
Dr. Md. Mizanur Rahman,"MBBS, FCPS (Surgery)",General Surgeon,Consultant,samorita Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Mizanur-Rahman-Surgery.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-mizanur-rahman-surgery/,,
Dr. Shahnaz Begum,"MBBS, FCPS (Pediatrics)",Child Specialist,Consultant,samorita Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Shahnaz Begum-Child.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-shahnaz-begum-child/,,
Dr. Md. Tariqul Islam,"MBBS, MD (Medicine)",Medicine Specialist,Consultant,samorita Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Tariqul-Islam-Medicine.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-tariqul-islam-medicine/,,
Dr. Kaniz Fatema,"MBBS, MS (Gynae)",Gynecologist,Consultant,samorita Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Kaniz Fatema-Gynae.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-kaniz-fatema-gynae/,,
Dr. Md. Shahidul Islam,"MBBS, MS (Surgery)",General Surgeon,Consultant,samorita Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Shahidul-Islam-Surgery.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-shahidul-islam-surgery/,,
Dr. Mahmuda Khatun,"MBBS, DCH",Child Specialist,Consultant,samorita Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Mahmuda Khatun-Child.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-mahmuda-khatun-child/,,
Dr. Md. Anwar Hossain,"MBBS, MD (Neurology)",Neurologist,Consultant,samorita Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Anwar Hossain-Neuro.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-anwar-hossain-neuro/,,
Dr. Syeda Shahanara Begum,"MBBS, FCPS (Pediatrics)",Child Specialist,Consultant,samorita Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Syeda Shahanara Begum-Child.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-syeda-shahanara-begum-child/,,
Dr. Md. Jahangir Alam,"MBBS, MS (Gynae)",Gynecologist,Consultant,samorita Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Jahangir Alam-Gynae.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-jahangir-alam-gynae/,,
Dr. Nasima Akter,"MBBS, FCPS (Surgery)",General Surgeon,Consultant,samorita Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Nasima Akter-Surgery.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-nasima-akter-surgery/,,
Dr. Md. Ashraful Islam,"MBBS, DCH",Child Specialist,Consultant,samorita Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Ashraful Islam-Child.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-ashraful-islam-child/,,
Dr. Sultana Ahmed,"MBBS, MD (Medicine)",Medicine Specialist,Consultant,samorita Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Sultana Ahmed-Medicine.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-sultana-ahmed-medicine/,,
Dr. Md. Habibur Rahman,"MBBS, MS (Gynae)",Gynecologist,Consultant,samorita Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Habibur Rahman-Gynae.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-habibur-rahman-gynae/,,
Dr. Rokshana Begum,"MBBS, FCPS (Pediatrics)",Child Specialist,Consultant,samorita Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Rokshana Begum-Child.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-rokshana-begum-child/,,
Dr. Md. Monirul Islam,"MBBS, MD (Cardiology)",Cardiologist,Consultant,samorita Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Monirul Islam-Cardio.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-monirul-islam-cardio/,,
Dr. Ferdousi Begum,"MBBS, MS (Surgery)",General Surgeon,Consultant,samorita Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Ferdousi Begum-Surgery.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-ferdousi-begum-surgery/,,
Dr. Md. Khairul Islam,"MBBS, DCH",Child Specialist,Consultant,samorita Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Khairul Islam-Child.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-khairul-islam-child/,,
Dr. Sabina Yasmin,"MBBS, MD (Medicine)",Medicine Specialist,Consultant,samorita Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Sabina Yasmin-Medicine.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-sabina-yasmin-medicine/,,
Dr. Md. Abul Kalam,"MBBS, MS (Gynae)",Gynecologist,Consultant,samorita Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Abul Kalam-Gynae.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-abul-kalam-gynae/,,
Dr. Jahanara Begum,"MBBS, FCPS (Surgery)",General Surgeon,Consultant,samorita Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Jahanara Begum-Surgery.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-jahanara-begum-surgery/,,
Dr. Md. Nazmul Islam,"MBBS, DCH",Child Specialist,Consultant,samorita Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Nazmul Islam-Child.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-nazmul-islam-dhaka-child/,,
