doctor_name,qualification,specialization,designation,chamber,division,image_url,profile_url,,
Dr. Nazia Huq,"MBBS (Dhaka), MCPS (OBGYN), DGO, FCPS (OBGYN)",Gynecologist & Surgeon, Chittagong,General Hospital,"Consultant, Gynecology & Obstetrics",Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Nazia-Huq.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-nazia-huq/,
Dr. Nusrat Jahan (Zenia),"MBBS, DGO, MCPS (OBGYN)","Gynecologist, Surgeon & Infertility Specialist","Consultant, Gynecology",BGC Trust Medical College & Hospital,Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Nusrat-Jahan-Zenia.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-nusrat-jahan-zenia/,,
Dr. Saima Shah Alam,"MBBS (SSMC), BCS (Health), FCPS (OBGYN)",Gynecologist & Surgeon,"Consultant, Gynecology & Obstetrics",Chittagong Medical College & Hospital,Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Saima-Shah-Alam.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-saima-shah-alam/,,
Dr. Mursheda Yesmin,"MBBS (CMC), BCS (Health), FCPS (OBGYN)","Gynecologist, Surgeon & Infertility Specialist","Consultant, Gynecology & Obstetrics",Cox’s Bazar Medical College & Hospital,Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Mursheda-Yesmin.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-mursheda-yesmin/,,
Dr. Shajeda Begum,"MBBS, BCS (Health), DGO, FCPS (OBGYN)",Gynecologist & Surgeon,"Consultant, Gynecology & Obstetrics",Chittagong Medical College & Hospital,Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Shajeda-Begum.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-shajeda-begum/,,
Dr. Kamrun Nahar Lima,"MBBS, BCS (Health), DGO, MCPS (OBGYN), FCPS (OBGYN)",Gynecologist & Laparoscopic Surgeon,"Consultant, Gynecology & Obstetrics",Chittagong Medical College & Hospital,Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Kamrun-Nahar-Lima.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-kamrun-nahar-lima/,,
Dr. Tahmina Yeasmin Rozy,"MBBS, BCS (Health), FCPS (OBGYN)",Gynecologist & Surgeon,"Consultant, Gynecology & Obstetrics",Chittagong Medical College & Hospital,Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Tahmina-Yeasmin-Rozy.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-tahmina-yeasmin-rozy/,,
Dr. Sanchita Das,"MBBS, BCS (Health), FCPS (OBGYN)",Gynecologist & Surgeon, Chittagong,General Hospital,"Consultant, Gynecology",Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Sanchita-Das.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-sanchita-das/,
Dr. Hasina Akhter,"MBBS, BCS (Health), MCPS, FCPS (OBGYN)",Gynecologist & Surgeon,"Consultant, Gynecology & Obstetrics",Chittagong Medical College & Hospital,Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Hasina-Akhter-1.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-hasina-akhter-ctg/,,
Dr. Tahrima Khanom,"MBBS, BCS (Health), FCPS (OBGYN), MRCOG (London)","Gynecology, Obstetrics Specialist & Surgeon","Consultant, Gynecology & Obstetrics",Chittagong Medical College & Hospital,Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Tahrima-Khanom.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-tahrima-khanom/,,
Dr. Fahmida Islam Chowdhury,"MBBS, BCS (Health), FCPS (OBGYN)",Gynecologist & Surgeon,"Assistant Professor, Gynecology & Obstetrics",Chittagong Medical College & Hospital,Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Fahmida-Islam-Chowdhury.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-fahmida-islam-chowdhury/,,
Dr. Syeda Nur-A-Lina,"MBBS (DU), FCPS (OBGYN), MRCOG (UK)",Gynecology & Obstetrics Specialist,"Assistant Professor, Gynecology & Obstetrics",Chattogram Maa-O-Shishu Hospital Medical College,Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Syeda-Nur-A-Lina.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-syeda-nur-a-lina/,,
Dr. Zinat Maruf,"MBBS, FCPS (Obs & Gynae)",Gynecologist & Surgeon,"Assistant Professor, Gynecology & Obstetrics",Chittagong Medical College & Hospital,Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Zinat-Maruf.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-zinat-maruf/,,
Dr. Rubina Yasmin,"MBBS, MCPS (OBGYN), DGO, FCPS (OBGYN)",Gynecologist & Surgeon,"Associate Professor, Gynecology & Obstetrics",Chittagong Medical College & Hospital,Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Rubina-Yasmin.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-rubina-yasmin/,,
Dr. Nigar Sultana,"MBBS, FCPS (OBGYN), MS (OBGYN)",Gynecologist & Surgeon,"Assistant Professor, Gynecology & Obstetrics",BGC Trust Medical College & Hospital,Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Nigar-Sultana.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-nigar-sultana/,,
Dr. Farhana Yasmeen,"MBBS (CU), FCPS (Obs & Gynae)",Gynecologist & Surgeon,"Assistant Professor, Gynecology & Obstetrics",BGC Trust Medical College & Hospital,Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Farhana-Yasmeen.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-farhana-yasmeen/,,
Dr. Masuda Novera,"MBBS, BCS (Health), FCPS (OBGYN)",Gynecologist & Surgeon, Chittagong,Health View Maternity & Child Hospital,"Consultant, Gynecology & Obstetrics",Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Masuda-Novera.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-masuda-novera/,
Prof. Dr. Hasina Akhter,"MBBS, MCPS, FCPS (OBGYN)",Gynecologist & Surgeon,"Professor & Head, Gynecology & Obstetrics",BGC Trust Medical College & Hospital,Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Prof.-Dr.-Hasina-Akhter.jpg,https://doctorsdirectory.com.bd/add-doctor/prof-dr-hasina-akhter/,,
Prof. Dr. Rowshan Morshed,"MBBS, FCPS (Obs & Gynae)",Gynecologist & Surgeon,"Professor, Gynecology & Obstetrics",Chattogram Maa-O-Shishu Hospital Medical College,Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Prof.-Dr.-Rowshan-Morshed.jpg,https://doctorsdirectory.com.bd/add-doctor/prof-dr-rowshan-morshed/,,
Prof. Dr. Shahena Akter,"MBBS, DGO, FCPS (OBGYN)","Gynecology, Obstetrics, Infertility Specialist & Surgeon","Professor, Gynecology & Obstetrics",Chittagong Medical College & Hospital,Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Prof.-Dr.-Shahena-Akter.jpg,https://doctorsdirectory.com.bd/add-doctor/prof-dr-shahena-akter/,,
Prof. Dr. Shahanara Chowdhury,"MBBS (Dhaka), FCPS (OBGYN), Fellow (WHO), Advanced Training (Thailand)","Gynecology, Obstetrics Specialist & Laparoscopic Surgeon","Former Professor & Head, Gynecology & Obstetrics",Chittagong Medical College & Hospital,Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Prof.-Dr.-Shahanara-Chowdhury.jpg,https://doctorsdirectory.com.bd/add-doctor/prof-dr-shahanara-chowdhury/,,
Prof. Dr. Ferdousi Begum,"MBBS, FCPS (Obstetrics and Gynaecology)",Gynecology & Obstetrics Specialist,"Professor & Head, Gynecology & Obstetrics",Chattogram Maa-O-Shishu Hospital Medical College,Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Prof.-Dr.-Ferdousi-Begum.jpg,https://doctorsdirectory.com.bd/add-doctor/prof-dr-ferdousi-begum/,,
Dr. Shirin Fatema,"MBBS, MCPS, DGO, FCPS","Gynecology, Obstetrics Specialist & Surgeon", Chittagong,Apollo Imperial Hospital,"Consultant, Gynecology & Obstetrics",Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Shirin-Fatema.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-shirin-fatema/,
Dr. Rupasree Biswas,"MBBS, FCPS (OBGYN)","Gynecology, Obstetrics Specialist & Surgeon","Assistant Professor, Gynecology & Obstetrics",Southern Medical College & Hospital,Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Rupasree-Biswas.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-rupasree-biswas/,,
Dr. Nazmun Nahar Rosy,"MBBS, FCPS (Obs & Gyne)","Gynecology, Obstetrics, Infertility Specialist & Laparoscopic Surgeon", Chittagong,Health View Maternity & Child Hospital,Fellowship in Infertility & Reproductive Medicine,Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Nazmun-Nahar-Rosy.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-nazmun-nahar-rosy/,
Dr. Ishrat Jahan,"MBBS, PGT (Medicine), D-CARD (BSMMU)","Cardiologist, Echocardiographer & Medicine Specialist", Feni,Feni Clinic,"Consultant, Cardiology",Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Ishrat-Jahan.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-ishrat-jahan-ctg/,
Dr. Sujan Debnath,"MBBS, BCS (Health), MD (Cardiology)","Cardiology, Rheumatic Fever & Medicine Specialist","Cardiologist, Cardiology",Chittagong Medical College & Hospital,Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Sujan-Debnath.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-sujan-debnath/,,
Dr. Aysha Siddika Nishi,"MBBS, BCS (Health), MD (Cardiology)","Cardiology, Hypertension & Heart Specialist","Consultant, Cardiology",Chittagong Medical College & Hospital,Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Aysha-Siddika-Nishi.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-aysha-siddika-nishi/,,
Dr. Md. Mainuddin,"MBBS (DU), BCS (Health), MD (Cardiology)","Cardiology, Medicine & Rheumatic Fever Specialist","Consultant, Cardiology",Chittagong Medical College & Hospital,Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Md.-Mainuddin.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-mainuddin/,,
Dr. Suman Talukder,"MBBS, BCS (Health), MD (Cardiology)",Cardiology & Rheumatic Fever Specialist,"Assistant Professor, Cardiology",Chittagong Medical College & Hospital,Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Suman-Talukder.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-suman-talukder/,,
Dr. Nushrat Binte Kamal,"MBBS (CMC), BCS (Health), D-CARD (BSMMU)",Cardiologist & Echocardiographer,"Consultant, Cardiology",Chittagong Medical College & Hospital,Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Nushrat-Binte-Kamal.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-nushrat-binte-kamal/,,
Dr. Zabeer Ahmed,"MBBS (CMC), BCS (Health), MD (Cardiology)",Cardiology & Medicine Specialist,"Resident Physician, Cardiology",Chittagong Medical College & Hospital,Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Zabeer-Ahmed.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-zabeer-ahmed/,,
Dr. Md. Saiful Islam,"MBBS, MCPS (Medicine), MD (Cardiology), FCPS (Medicine)","Cardiology, Diabetes & Medicine Specialist","Assistant Professor, Cardiology",Chittagong Medical College & Hospital,Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Md.-Saiful-Islam.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-saiful-islam-ctg/,,
Dr. Shajedur Rahman,"MBBS, BCS (Health), MD (Cardiology)","Cardiology (Heart Diseases, Rheumatic Fever) Specialist","Assistant Professor, Cardiology",Chittagong Medical College & Hospital,Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Shajedur-Rahman.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-shajedur-rahman/,,
Dr. Shafiul Hasan,"MBBS (DMC), BCS (Health), D-CARD (BSMMU)",Cardiologist & Echocardiographer,"Consultant, Cardiology",Feni General Hospital,Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Shafiul-Hasan.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-shafiul-hasan/,,
Dr. A S M Monowar Tariq,"MBBS (SSMC), BCS (Health), MD (Cardiology)","Cardiology (Heart Diseases, Rheumatic Fever) Specialist","Consultant, Cardiology",Chittagong Medical College & Hospital,Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-A-S-M-Monowar-Tariq.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-a-s-m-monowar-tariq/,,
Dr. Md. Ehteshamul Haque,"MBBS, MD (Cardiology)","Heart Diseases, Cardiology, Hypertension Specialist","Assistant Professor, Cardiology",Cox’s Bazar Medical College & Hospital,Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Md.-Ehteshamul-Haque.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-ehteshamul-haque/,,
Dr. Shaifur Rahman Shohel,"MBBS, D-CARD","Cardiology (Heart Diseases, Hypertension & Rheumatic Fever) Specialist", Chittagong,Fortis Escorts Heart Institute,"Consultant, Cardiology",Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Shaifur-Rahman-Shohel.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-shaifur-rahman-shohel/,
Dr. Md. Shah Newaz,"MBBS, D-CARD, MD (Cardiology)","Cardiology (Heart Diseases, Rheumatic Fever) Specialist","Consultant, Cardiology",Feni Diabetes Hospital,Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Md.-Shah-Newaz.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-shah-newaz/,,
Dr. Mohammad Ilias,"MBBS, FCPS (Physical Medicine), FCGP, FIPM (India & Taiwan)","Arthritis, Pain, Paralysis, Sports Injury, Physical Medicine & Rehabilitation Specialist", USTC,Bangabandhu Memorial Hospital, Chittagong,"Associate Professor, Physical Medicine",Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Mohammad-Ilias.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-mohammad-ilias/
Dr. Md. Jahangir Alam Chowdhury,"MBBS, FCPS (Physical Medicine)","Arthritis, Pain, Paralysis, Physical Medicine Rehabilitation Specialist","Associate Professor & Head, Physical Medicine & Rehabilitation",Chattogram Maa-O-Shishu Hospital Medical College,Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Jahangir-Alam-Chowdhury.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-jahangir-alam-chowdhury/,,
Dr. M. Mahbub Alam,"MBBS (CMC), PhD (Physical Medicine), Advanced Clinical Education (Rheumatology)","Physical Medicine, Pain & Rheumatology Specialist","Consultant, Physical Medicine",Chattogram Metropolitan Hospital,Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-M.-Mahbub-Alam.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-m-mahbub-alam/,,
Dr. F M A Qader,"MBBS, BCS (Health), FCPS (Physical Medicine)",Arthritis & Pain Specialist,"Associate Professor, Physical Medicine",Chattogram Maa-O-Shishu Hospital Medical College,Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-F-M-A-Qader.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-f-m-a-qader/,,
Dr. Md. Mofizur Rahman,"MBBS, FCPS (Physical Medicine)",Pain & Rheumatology Specialist, Chittagong,Treatment Hospital,"Consultant, Rheumatology",Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Md.-Mofizur-Rahman.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-mofizur-rahman/,
Dr. Mostafa Nuruddin,"MBBS, MCPS, MD (Pediatrics)",Child Diseases Specialist,"Associate Professor, Pediatrics",Chattogram International Medical College & Hospital,Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Mostafa-Nuruddin.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-mostafa-nuruddin/,,
Dr. Abidur Rahman,"MBBS, MCPS, DCH","Newborn, Adolescent & Child Specialist","Consultant, Pediatrics",National Hospital,Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Abidur-Rahman.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-abidur-rahman/,,
Dr. Kazi Mahfuzur Rahman,"MBBS, DCH",Child Diseases Specialist,"Assistant Professor, Pediatrics",Chattogram Maa-O-Shishu Hospital Medical College,Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Kazi-Mahfuzur-Rahman.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-kazi-mahfuzur-rahman/,,
Dr. Abida Sultana Rina,"MBBS (CMC), DCH, FCPS (Pediatrics)",Newborn & Child Diseases Specialist,"Associate Professor & Head, Pediatrics",Cox’s Bazar Medical College & Hospital,Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Abida-Sultana-Rina.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-abida-sultana-rina/,,
Dr. Mohammad Rezaul Karim,"MBBS, DCH, FCPS (Pediatrics)",Child Diseases Specialist,"Consultant, Pediatrics",Cox’s Bazar District Hospital,Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Mohammad-Rezaul-Karim.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-mohammad-rezaul-karim/,,
Dr. Rummana Khan,"MBBS (DMC), MD (Pediatrics)",Neonatal & Child Diseases Specialist, Chittagong,Parkview Hospital,"Consultant, Pediatrics",Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Rummana-Khan.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-rummana-khan/,
Dr. Md. Farhad Uddin,"MBBS (DMC), MD (Pediatrics)",Newborn & Child Diseases Specialist, Chittagong,Max Hospital & Diagnostic,"Specialist, Pediatrics",Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Md.-Farhad-Uddin.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-farhad-uddin/,
Dr. Sanat Kumar Barua,"MBBS (CMC), DCH (BIRDEM), FCPS (Pediatrics)",Child Diseases Specialist,"Consultant, Pediatrics",Chittagong Medical College & Hospital,Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Sanat-Kumar-Barua.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-sanat-kumar-barua/,,
Dr. Nushrat Jahan,"MBBS, FCPS (Pediatrics), MD (Neonatology)","Newborn, Adolescent & Child Diseases Specialist","Assistant Professor, Neonatology",Chittagong Medical College & Hospital,Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Nushrat-Jahan.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-nushrat-jahan-ctg/,,
Dr. Arnab Chowdhury,"MBBS, MCPS, FCPS (Pediatrics)",Child Diseases Specialist, Chittagong,Mount Hospital Ltd,"Consultant, Pediatrics",Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Arnab-Chowdhury.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-arnab-chowdhury/,
Dr. Pradip Kumar Sarker,"MBBS, DCH, FCPS (Pediatrics)","Newborn, Adolescent & Child Diseases Specialist", Chittagong,Epic Healthcare,"Senior Consultant, Pediatrics",Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Pradip-Kumar-Sarker.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-pradip-kumar-sarker/,
Prof. Dr. Mohammad Masud Karim,"MBBS, BCS (Health), DCH, MD (Child)",Child Diseases Specialist,"Professor & Head, Pediatrics",Cox’s Bazar Medical College & Hospital,Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Prof.-Dr.-Mohammad-Masud-Karim.jpg,https://doctorsdirectory.com.bd/add-doctor/prof-dr-mohammad-masud-karim/,,
Dr. Mohammad Khaled Hossain,"MBBS (DMC), BCS (Health), FCPS (Pediatrics)",Child Diseases Specialist, Chittagong,Parkview Hospital,"Consultant, Pediatrics",Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Mohammad-Khaled-Hossain.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-mohammad-khaled-hossain/,
Prof. Dr. Muslim Uddin Sobuj,"MBBS, DCH, MD (Child Health)","Newborn, Adolescent & Child Diseases Specialist","Professor & Head, Pediatrics",Chittagong Medical College & Hospital,Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Prof.-Dr.-Muslim-Uddin-Sobuj.jpg,https://doctorsdirectory.com.bd/add-doctor/prof-dr-muslim-uddin-sobuj/,,
Dr. T.K. Roy,"MBBS, FCPS (Pediatrics), PGPN (Child Nutrition, USA)",Neonatal & Child Diseases Specialist, USTC,Bangabandhu Memorial Hospital, Chittagong,"Assistant Professor, Pediatrics",Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-T.K.-Roy.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-t-k-roy/
Dr. Fahima Afrin Jhinu,"MBBS, BCS (Health), MD (Dermatology)",Skin & Venereal Diseases Specialist,"Consultant, Dermatology",Chittagong Medical College & Hospital,Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Fahima-Afrin-Jhinu.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-fahima-afrin-jhinu/,,
Dr. Nushrat Zahan Khondaker,"MBBS, CCD (BIRDEM), PGT (Medicine & Dermatology)","Skin, Allergy, Venereal Disease & Anti-Aging Specialist", Chittagong,Labaid Diagnostic,"Consultant, Dermatology",Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Nushrat-Zahan-Khondaker.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-nushrat-zahan-khondaker/,
Dr. Nishith Ranjan Dey,"MBBS, FRCP, MD (SKIN & VD)","Aesthetic Dermatology, Cosmetology & Regenerative Medicine Specialist","Associate Professor, Dermatology",Chittagong Medical College & Hospital,Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Nishith-Ranjan-Dey.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-nishith-ranjan-dey/,,
Dr. Pritish Barua,"MBBS (CU), DGUM (UK), DD (Australia)","Skin, Allergy, Hair, Nail, Sexual Diseases Specialist", Chittagong,Lab One Health Services,"Consultant, Dermatology & Venereology",Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Pritish-Barua.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-pritish-barua/,
Dr. Feroza Meher,"MBBS (CMC), Post Graduate Diploma in Dermatology (South Wales University, UK)",Aesthetic Dermatology & Cosmetology Specialist, Chattogram,Surecell Medical,"Consultant, Dermatology",Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Feroza-Meher.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-feroza-meher/,
Dr. Mohammadul Haque Mezbah,"MBBS, BCS (Health), DO (BSMMU), MCPS (EYE)",Eye Specialist & Phaco Surgeon,"Consultant, Ophthalmology",Chittagong Medical College & Hospital,Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Mohammadul-Haque-Mezbah.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-mohammadul-haque-mezbah/,,
Dr. Abul Quasem,"MBBS, DO",Eye Specialist & Phaco Surgeon,"Associate Professor, Ophthalmology",Chittagong Eye Infirmary & Training Complex,Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Abul-Quasem.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-abul-quasem/,,
Dr. A.H.M. Mohiuddin,"MBBS, DO",Eye Specialist & Phaco Surgeon,"Consultant, Ophthalmology",Chittagong Eye Infirmary & Training Complex,Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-A.H.M.-Mohiuddin.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-a-h-m-mohiuddin/,,
Dr. SM. Mizanul Hoque,"MBBS, DCO, Training in Phaco Surgery",Eye Specialist & Phaco Surgeon, Chittagong,Lions Charitable Eye Hospital,"Consultant, Ophthalmology",Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-SM.-Mizanul-Hoque.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-sm-mizanul-hoque/,
Dr. Sheikh Mohammad Murad,"MBBS, MCPS (EYE), Training (Phaco Surgery)",Eye Specialist & Phaco Surgeon, Chittagong,Lions Charitable Eye Hospital,"Consultant, Ophthalmology",Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Sheikh-Mohammad-Murad.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-sheikh-mohammad-murad/,
Prof. Dr. Mohammad Al-Amin,"MBBS, BCS (Health), DO, MS (EYE)","Cornea, Phaco & Lasik Specialist","Professor, Eye",Chittagong Medical College & Hospital,Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Prof.-Dr.-Mohammad-Al-Amin.jpg,https://doctorsdirectory.com.bd/add-doctor/prof-dr-mohammad-al-amin/,,
Prof. Dr. Mohammad Omar Faruque,"MBBS, DO, FCPS (EYE)","Glaucoma, Phaco & Eye Specialist Surgeon","Professor, Glaucoma",Chittagong Medical College & Hospital,Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Prof.-Dr.-Mohammad-Omar-Faruque.jpg,https://doctorsdirectory.com.bd/add-doctor/prof-dr-mohammad-omar-faruque/,,
Dr. Md. Ibrahim Khalil,"MBBS, BCS (Health), MD (Neurology)",Neuromedicine Specialist,"Assistant Professor, Neurology",Chittagong Medical College & Hospital,Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Md.-Ibrahim-Khalil.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-ibrahim-khalil/,,
Dr. Mostafa Tarek Ullah,"MBBS (DMC), BCS (Health), MD (Neurology)",Neuromedicine Specialist,"Consultant, Neurology",Chittagong Medical College & Hospital,Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Mostafa-Tarek-Ullah.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-mostafa-tarek-ullah/,,
